,map_unit_id,map_unit_name,meadow,map_unit_area,breed_pre,ls_breed_pre,breed_overall_pre,breed_facres_pre,summer_pre,ls_summer_pre,summer_overall_pre,summer_facres_pre,winter_pre,ls_winter_pre,winter_overall_pre,winter_facres_pre,breed_post,ls_breed_post,breed_overall_post,breed_facres_post,summer_post,ls_summer_post,summer_overall_post,summer_facres_post,winter_post,ls_winter_post,winter_overall_post,winter_facres_post,breed_delta,summer_delta,winter_delta,mgmt_multiplier,meadow_multiplier,breed_credits,summer_credits,winter_credits,habitat_type,credits,total_contribution,reserve_credits,saleable_credits
22,33,Spring Creek Greasewood Mix,No Meadow,204.8487452,0.0,0.682096361791765,0.0,0.0,0.0,0.65219573837159,0.0,0.0,0.0,0.240438635332574,0.0,0.0,0.0,0.682096361791765,0.0,0.0,0.0,0.65219573837159,0.0,0.0,0.0,0.240438635332574,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
23,34,Spring Creek Meadow-U,Unaltered,5.310591067,0.4125,0.767870913381162,0.3167467517697293,1.6821124704495907,0.87625,0.730830560559812,0.6403902786905352,3.4008508934075965,0.0,0.480089059342509,0.0,0.0,0.5,0.767870913381162,0.383935456690581,2.038924206605565,1.0,0.730830560559812,0.730830560559812,3.88114224639954,0.0,0.480089059342509,0.0,0.0,0.35681173615597417,0.4802913529919435,0.0,1.2,8.0,0.428174083387169,4.41868044752588,0.0,Late Brood-Rearing,4.41868044752588,0.11,0.48605484922784675,3.9326255982980327
24,35,Twentyone Creek Big Sagebrush,No Meadow,249.9146028,0.17399499999999998,0.642108004631395,0.11172358226583955,27.921354685360416,0.170775,0.675180297899464,0.11530391537378097,28.816132211923286,1.0,0.403483918867155,0.403483918867155,100.83652331987247,0.19757,0.642108004631395,0.1268612784750247,31.704486020785993,0.21159999999999998,0.675180297899464,0.14286815103552658,35.704837218814035,1.0,0.403483918867155,0.403483918867155,100.83652331987247,3.7831313354255762,6.888705006890749,0.0,1.1999999999999997,0.0,4.53975760251069,8.266446008268897,0.0,Late Brood-Rearing,8.266446008268897,0.11,0.9093090609095786,7.357136947359319
25,36,Twentyone Creek Disturbed Sagebrush,No Meadow,500.348959,0.0,0.698701726151063,0.0,0.0,0.0,0.703905823108341,0.0,0.0,0.0,0.444427132752857,0.0,0.0,0.0,0.698701726151063,0.0,0.0,0.0,0.703905823108341,0.0,0.0,0.0,0.444427132752857,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
26,37,Twentyone Creek Meadow-U,Unaltered,22.94827031,0.0,0.686800971473615,0.0,0.0,0.0,0.697107342963523,0.0,0.0,0.0,0.43816868992562,0.0,0.0,0.0,0.686800971473615,0.0,0.0,0.0,0.697107342963523,0.0,0.0,0.0,0.43816868992562,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,8.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
27,38,Twentyone Creek Mountain Sagebrush Mix,No Meadow,142.5343219,0.0,0.70517669093441,0.0,0.0,0.0,0.703719942466072,0.0,0.0,0.0,0.436946192050573,0.0,0.0,0.0,0.70517669093441,0.0,0.0,0.0,0.703719942466072,0.0,0.0,0.0,0.436946192050573,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
28,39,Water,No Meadow,364.4585975,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.0,,,,None,,0.11,,
29,40,Chimney Meadow-A,Altered,154.0384046,0.18000000000000002,0.679417742831366,0.1222951937096459,18.83815652928181,0.08846037000000001,0.702729549052867,0.06216371591914977,9.575599624193455,0.0,0.20191590975151,0.0,0.0,0.225,0.679417742831366,0.15286899213705735,23.54769566160226,0.1102941,0.702729549052867,0.07750692315619183,11.939042788434586,0.0,0.20191590975151,0.0,0.0,4.709539132320447,2.363443164241131,0.0,1.2,8.0,5.651446958784537,21.743677111018403,0.0,Late Brood-Rearing,21.743677111018403,0.11,2.3918044822120246,19.35187262880638
30,42,Snowstorm Mountains Disturbed Sagebrush 2 ,No Meadow,154.2289465,0.0,0.711593423472892,0.0,0.0,0.0,0.699369555616862,0.0,0.0,0.33,0.458586300980682,0.15133347932362506,23.34000308626223,0.0,0.711593423472892,0.0,0.0,0.0,0.699369555616862,0.0,0.0,0.33,0.458586300980682,0.15133347932362506,23.34000308626223,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
31,8888,Existing,No Meadow,3.391214356626252,,0.524200402,,,,0.557546858,,,,0.227503666,,,,0.524200402,,,,0.557546858,,,,0.227503666,,,,,,1.1999999167309574,0.0,,,,None,,0.11,,
